"Name","Codename","Cores","Socket","Process","Clock","Multi","Voltage","Cache.L1.L2.L3","TDP","Released","Manufacturer","Classification"
"Athlon 64 FX-62","Windsor","2-Core","AMD Socket AM2","90 nm","2800 MHz","14.0x","1.35 V","256K / 1024K / 0K","125W","May 2006","AMD","Desktop"
"Athlon 64 X2 5000+","Windsor","2-Core","AMD Socket AM2","90 nm","2600 MHz","13.0x","1.35 V","256K / 512K / 0K","89W","May 2006","AMD","Desktop"
"Athlon 64 X2 4800+","Windsor","2-Core","AMD Socket AM2","90 nm","2400 MHz","12.0x","1.35 V","256K / 1024K / 0K","89W","May 2006","AMD","Desktop"
"Athlon 64 X2 4600+","Windsor","2-Core","AMD Socket AM2","90 nm","2400 MHz","12.0x","1.35 V","256K / 512K / 0K","89W","May 2006","AMD","Desktop"
"Athlon 64 X2 4400+","Windsor","2-Core","AMD Socket AM2","90 nm","2200 MHz","11.0x","1.35 V","256K / 1024K / 0K","89W","May 2006","AMD","Desktop"
"Athlon 64 X2 4200+","Windsor","2-Core","AMD Socket AM2","90 nm","2200 MHz","11.0x","1.35 V","256K / 512K / 0K","89W","May 2006","AMD","Desktop"
"Athlon 64 X2 4000+","Windsor","2-Core","AMD Socket AM2","90 nm","2000 MHz","10.0x","1.35 V","256K / 1024K / 0K","89W","May 2006","AMD","Desktop"
"Athlon 64 X2 3800+","Windsor","2-Core","AMD Socket AM2","90 nm","2000 MHz","10.0x","1.35 V","256K / 512K / 0K","89W","May 2006","AMD","Desktop"
"Athlon 64 X2 4800+ EE","Windsor","2-Core","AMD Socket AM2","90 nm","2400 MHz","12.0x","1.25 V","256K / 1024K / 0K","65W","May 2006","AMD","Desktop"
"Athlon 64 X2 4600+ EE","Windsor","2-Core","AMD Socket AM2","90 nm","2400 MHz","12.0x","1.25 V","256K / 512K / 0K","65W","May 2006","AMD","Desktop"
"Athlon 64 X2 4400+ EE","Windsor","2-Core","AMD Socket AM2","90 nm","2200 MHz","11.0x","1.25 V","256K / 1024K / 0K","65W","May 2006","AMD","Desktop"
"Athlon 64 X2 4200+ EE","Windsor","2-Core","AMD Socket AM2","90 nm","2200 MHz","11.0x","1.25 V","256K / 512K / 0K","65W","May 2006","AMD","Desktop"
"Athlon 64 X2 4000+ EE","Windsor","2-Core","AMD Socket AM2","90 nm","2000 MHz","10.0x","1.25 V","256K / 1024K / 0K","65W","May 2006","AMD","Desktop"
"Athlon 64 X2 3800+ EE","Windsor","2-Core","AMD Socket AM2","90 nm","2000 MHz","10.0x","1.25 V","256K / 512K / 0K","65W","May 2006","AMD","Desktop"
"Athlon 64 X2 3800+ EE SFF","Windsor","2-Core","AMD Socket AM2","90 nm","2000 MHz","10.0x","1.075 V","256K / 512K / 0K","35W","May 2006","AMD","Desktop"
"Athlon 64 3800+","Orleans","1-Core","AMD Socket AM2","90 nm","2400 MHz","12.0x","1.4 V","128K / 512K / 0K","62W","May 2006","AMD","Desktop"
"Athlon 64 3500+","Orleans","1-Core","AMD Socket AM2","90 nm","2200 MHz","11.0x","1.4 V","128K / 512K / 0K","62W","May 2006","AMD","Desktop"
"Athlon 64 3200+","Orleans","1-Core","AMD Socket AM2","90 nm","2000 MHz","10.0x","1.4 V","128K / 512K / 0K","62W","May 2006","AMD","Desktop"
"Athlon 64 3000+","Orleans","1-Core","AMD Socket AM2","90 nm","1800 MHz","9.0x","1.4 V","128K / 512K / 0K","62W","May 2006","AMD","Desktop"
"Athlon 64 X2 4200+","Toledo","2-Core","AMD Socket 939","90 nm","2200 MHz","11.0x","1.35 V","128K / 512K / 0K","89W","May 2006","AMD","Desktop"
"Athlon 64 X2 4600+","Toledo","2-Core","AMD Socket 939","90 nm","2400 MHz","12.0x","1.35 V","128K / 512K / 0K","89W","May 2006","AMD","Desktop"
"Athlon 64 FX-60","Toledo","2-Core","AMD Socket 939","90 nm","2600 MHz","13.0x","1.35 V","128K / 2048K / 0K","110W","Jan 2006","AMD","Desktop"
"Athlon 64 1500+","Venice","1-Core","AMD Socket 754","90 nm","1000 MHz","5.0x","0.9 V","128K / 512K / 0K","9W","Nov 2005","AMD","Desktop"
"Sempron 3400+","Palermo","1-Core","AMD Socket 939","90 nm","2000 MHz","10.0x","1.4 V","128K / 128K / 0K","62W","Oct 2005","AMD","Desktop"
"Sempron 3500+","Palermo","1-Core","AMD Socket 939","90 nm","2000 MHz","10.0x","1.4 V","128K / 256K / 0K","62W","Oct 2005","AMD","Desktop"
"Sempron 3200+","Palermo","1-Core","AMD Socket 939","90 nm","1800 MHz","9.0x","1.4 V","128K / 256K / 0K","62W","Oct 2005","AMD","Desktop"
"Sempron 3000+","Palermo","1-Core","AMD Socket 939","90 nm","1800 MHz","9.0x","1.4 V","128K / 128K / 0K","62W","Oct 2005","AMD","Desktop"
"Athlon 64 X2 3800+","Manchester","2-Core","AMD Socket 939","90 nm","2000 MHz","10.0x","1.35 V","128K / 512K / 0K","89W","Aug 2005","AMD","Desktop"
"Sempron 3400+","Palermo","1-Core","AMD Socket 754","90 nm","2000 MHz","10.0x","1.4 V","128K / 256K / 0K","62W","Aug 2005","AMD","Desktop"
"Athlon 64 X2 3800+","Toledo","2-Core","AMD Socket 939","90 nm","2000 MHz","10.0x","1.35 V","128K / 512K / 0K","89W","Aug 2005","AMD","Desktop"
"Sempron 2500+","Palermo","1-Core","AMD Socket 754","90 nm","1400 MHz","7.0x","1.4 V","128K / 256K / 0K","62W","Jul 2005","AMD","Desktop"
"Athlon 64 FX-57","San Diego","1-Core","AMD Socket 939","90 nm","2800 MHz","14.0x","1.4 V","128K / 1024K / 0K","104W","Jun 2005","AMD","Desktop"
"Athlon 64 3200+","Manchester","1-Core","AMD Socket 939","90 nm","2000 MHz","10.0x","1.35 V","128K / 512K / 0K","67W","May 2005","AMD","Desktop"
"Athlon 64 3500+","Manchester","1-Core","AMD Socket 939","90 nm","2200 MHz","11.0x","1.35 V","128K / 512K / 0K","67W","May 2005","AMD","Desktop"
"Athlon 64 3800+","Venice","1-Core","AMD Socket 939","90 nm","2400 MHz","12.0x","1.4 V","128K / 512K / 0K","89W","Apr 2005","AMD","Desktop"
"Athlon 64 3500+","Venice","1-Core","AMD Socket 939","90 nm","2200 MHz","11.0x","1.4 V","128K / 512K / 0K","67W","Apr 2005","AMD","Desktop"
"Athlon 64 3200+","Venice","1-Core","AMD Socket 939","90 nm","2000 MHz","10.0x","1.4 V","128K / 512K / 0K","67W","Apr 2005","AMD","Desktop"
"Athlon 64 3000+","Venice","1-Core","AMD Socket 939","90 nm","1800 MHz","9.0x","1.4 V","128K / 512K / 0K","67W","Apr 2005","AMD","Desktop"
"Sempron 3300+","Palermo","1-Core","AMD Socket 754","90 nm","2000 MHz","10.0x","1.4 V","128K / 256K / 0K","62W","Apr 2005","AMD","Desktop"
"Sempron 3100+","Palermo","1-Core","AMD Socket 754","90 nm","1800 MHz","9.0x","1.4 V","128K / 256K / 0K","62W","Apr 2005","AMD","Desktop"
"Sempron 3000+","Palermo","1-Core","AMD Socket 754","90 nm","1800 MHz","9.0x","1.4 V","128K / 256K / 0K","62W","Apr 2005","AMD","Desktop"
"Sempron 3000+","Paris","1-Core","AMD Socket 754","130 nm","1800 MHz","9.0x","1.4 V","128K / 128K / 0K","62W","Feb 2005","AMD","Desktop"
"Athlon 64 4000+","San Diego","1-Core","AMD Socket 939","90 nm","2400 MHz","12.0x","1.4 V","128K / 1024K / 0K","89W","Oct 2004","AMD","Desktop"
"Athlon 64 4000+","Clawhammer","1-Core","AMD Socket 939","130 nm","2400 MHz","12.0x","1.5 V","128K / 1024K / 0K","89W","Oct 2004","AMD","Desktop"
"Athlon 64 3500+","Winchester","1-Core","AMD Socket 939","90 nm","2200 MHz","11.0x","1.4 V","128K / 512K / 0K","67W","Oct 2004","AMD","Desktop"
"Athlon 64 3200+","Winchester","1-Core","AMD Socket 939","90 nm","2000 MHz","10.0x","1.4 V","128K / 512K / 0K","67W","Oct 2004","AMD","Desktop"
"Athlon 64 3000+","Winchester","1-Core","AMD Socket 939","90 nm","1800 MHz","9.0x","1.4 V","128K / 512K / 0K","67W","Oct 2004","AMD","Desktop"
"Athlon 64 FX-55","San Diego","1-Core","AMD Socket 939","90 nm","2600 MHz","13.0x","1.4 V","128K / 1024K / 0K","104W","Oct 2004","AMD","Desktop"
"Athlon 64 FX-55","Clawhammer","1-Core","AMD Socket 939","130 nm","2600 MHz","13.0x","1.5 V","128K / 1024K / 0K","104W","Oct 2004","AMD","Desktop"
"Sempron 3000+","Barton","1-Core","AMD Socket A","130 nm","2000 MHz","12.0x","1.6 V","128K / 512K / 0K","62W","Sep 2004","AMD","Desktop"
"Sempron 2800+","Palermo","1-Core","AMD Socket 754","90 nm","1600 MHz","8.0x","1.4 V","128K / 256K / 0K","62W","Aug 2004","AMD","Desktop"
"Sempron 2600+","Palermo","1-Core","AMD Socket 754","90 nm","1600 MHz","8.0x","1.4 V","128K / 128K / 0K","62W","Aug 2004","AMD","Desktop"
"Sempron 2200+","Thorton","1-Core","AMD Socket A","130 nm","1500 MHz","9.0x","1.6 V","128K / 256K / 0K","62W","Aug 2004","AMD","Desktop"
"Sempron 2400+","Thorton","1-Core","AMD Socket A","130 nm","1667 MHz","10.0x","1.6 V","128K / 256K / 0K","62W","Aug 2004","AMD","Desktop"
"Sempron 2800+","Thorton","1-Core","AMD Socket A","130 nm","1992 MHz","12.0x","1.6 V","128K / 256K / 0K","62W","Aug 2004","AMD","Desktop"
"Sempron 3100+","Paris","1-Core","AMD Socket 754","130 nm","1800 MHz","9.0x","1.4 V","128K / 256K / 0K","62W","Jul 2004","AMD","Desktop"
"Sempron 2300+","Thoroughbred","1-Core","AMD Socket A","130 nm","1583 MHz","9.5x","1.6 V","128K / 256K / 0K","62W","Jul 2004","AMD","Desktop"
"Sempron 2200+","Thoroughbred","1-Core","AMD Socket A","130 nm","1500 MHz","9.0x","1.6 V","128K / 256K / 0K","62W","Jul 2004","AMD","Desktop"
"Sempron 2800+","Thoroughbred","1-Core","AMD Socket A","130 nm","1992 MHz","12.0x","1.6 V","128K / 256K / 0K","62W","Jul 2004","AMD","Desktop"
"Sempron 2500+","Thoroughbred","1-Core","AMD Socket A","130 nm","1750 MHz","10.5x","1.6 V","128K / 256K / 0K","62W","Jul 2004","AMD","Desktop"
"Sempron 2600+","Thoroughbred","1-Core","AMD Socket A","130 nm","1833 MHz","11.0x","1.6 V","128K / 256K / 0K","62W","Jul 2004","AMD","Desktop"
"Sempron 2400+","Thoroughbred","1-Core","AMD Socket A","130 nm","1667 MHz","10.0x","1.6 V","128K / 256K / 0K","62W","Jul 2004","AMD","Desktop"
"Athlon 64 FX-53","Clawhammer","1-Core","AMD Socket 939","130 nm","2400 MHz","12.0x","1.5 V","128K / 1024K / 0K","89W","Jun 2004","AMD","Desktop"
"Athlon 64 3500+","NewCastle","1-Core","AMD Socket 939","130 nm","2200 MHz","11.0x","1.5 V","128K / 512K / 0K","89W","Jun 2004","AMD","Desktop"
"Athlon 64 3700+","Clawhammer","1-Core","AMD Socket 754","130 nm","2400 MHz","12.0x","1.5 V","128K / 1024K / 0K","89W","Jun 2004","AMD","Desktop"
"Athlon 64 3800+","NewCastle","1-Core","AMD Socket 939","130 nm","2400 MHz","12.0x","1.5 V","128K / 512K / 0K","89W","Jun 2004","AMD","Desktop"
"Athlon 64 3500+","Clawhammer","1-Core","AMD Socket 939","130 nm","2200 MHz","11.0x","1.5 V","128K / 512K / 0K","89W","Jun 2004","AMD","Desktop"
"Athlon 64 3700+","San Diego","1-Core","AMD Socket 939","90 nm","2200 MHz","11.0x","1.4 V","128K / 1024K / 0K","89W","May 2004","AMD","Desktop"
"Athlon 64 3300+","NewCastle","1-Core","AMD Socket 754","130 nm","2400 MHz","12.0x","1.5 V","128K / 256K / 0K","89W","Apr 2004","AMD","Desktop"
"Athlon 64 3000+","NewCastle","1-Core","AMD Socket 939","130 nm","1800 MHz","9.0x","1.5 V","128K / 512K / 0K","89W","Apr 2004","AMD","Desktop"
"Athlon 64 3400+","NewCastle","1-Core","AMD Socket 939","130 nm","2200 MHz","11.0x","1.5 V","128K / 512K / 0K","89W","Apr 2004","AMD","Desktop"
"Athlon 64 3200+","NewCastle","1-Core","AMD Socket 939","130 nm","2000 MHz","10.0x","1.5 V","128K / 512K / 0K","89W","Apr 2004","AMD","Desktop"
"Athlon 64 3400+","NewCastle","1-Core","AMD Socket 754","130 nm","2400 MHz","12.0x","1.5 V","128K / 512K / 0K","89W","Apr 2004","AMD","Desktop"
"Athlon 64 3200+","NewCastle","1-Core","AMD Socket 754","130 nm","2200 MHz","11.0x","1.5 V","128K / 512K / 0K","89W","Apr 2004","AMD","Desktop"
"Athlon 64 3000+","NewCastle","1-Core","AMD Socket 754","130 nm","2000 MHz","10.0x","1.5 V","128K / 512K / 0K","89W","Apr 2004","AMD","Desktop"
"Athlon 64 2800+","NewCastle","1-Core","AMD Socket 754","130 nm","1800 MHz","9.0x","1.5 V","128K / 512K / 0K","89W","Apr 2004","AMD","Desktop"
"Athlon 64 2800+","Clawhammer","1-Core","AMD Socket 754","130 nm","1800 MHz","9.0x","1.5 V","128K / 512K / 0K","89W","Apr 2004","AMD","Desktop"
"Athlon 64 FX-53","SledgeHammer","1-Core","AMD Socket 940","130 nm","2400 MHz","12.0x","1.5 V","128K / 1024K / 0K","89W","Mar 2004","AMD","Desktop"
"Athlon 64 3400+","Clawhammer","1-Core","AMD Socket 754","130 nm","2200 MHz","11.0x","1.5 V","128K / 1024K / 0K","89W","Jan 2004","AMD","Desktop"
"Athlon 64 3000+","Clawhammer","1-Core","AMD Socket 754","130 nm","2000 MHz","10.0x","1.5 V","128K / 512K / 0K","89W","Dec 2003","AMD","Desktop"
"Athlon XP 3100+","Thorton","1-Core","AMD Socket A","130 nm","2200 MHz","16.0x","1.65 V","128K / 256K / 0K","68W","Dec 2003","AMD","Desktop"
"Athlon 64 FX-51","SledgeHammer","1-Core","AMD Socket 940","130 nm","2200 MHz","11.0x","1.5 V","128K / 1024K / 0K","89W","Sep 2003","AMD","Desktop"
"Athlon 64 3200+","Clawhammer","1-Core","AMD Socket 754","130 nm","2000 MHz","10.0x","1.5 V","128K / 1024K / 0K","89W","Sep 2003","AMD","Desktop"
"Athlon XP 2400+","Thorton","1-Core","AMD Socket A","130 nm","2000 MHz","15.0x","1.65 V","128K / 256K / 0K","68W","Sep 2003","AMD","Desktop"
"Athlon XP 2400+","Thorton","1-Core","AMD Socket A","130 nm","2000 MHz","15.0x","1.6 V","128K / 256K / 0K","68W","Sep 2003","AMD","Desktop"
"Athlon XP 2200+","Thorton","1-Core","AMD Socket A","130 nm","1800 MHz","13.5x","1.6 V","128K / 256K / 0K","63W","Sep 2003","AMD","Desktop"
"Athlon XP 2000+","Thorton","1-Core","AMD Socket A","130 nm","1667 MHz","12.5x","1.6 V","128K / 256K / 0K","60W","Sep 2003","AMD","Desktop"
"Athlon XP 2000+","Thorton","1-Core","AMD Socket A","130 nm","1667 MHz","12.5x","1.5 V","128K / 256K / 0K","60W","Sep 2003","AMD","Desktop"
"Athlon XP 2200+","Thorton","1-Core","AMD Socket A","130 nm","1800 MHz","13.5x","1.5 V","128K / 256K / 0K","63W","Sep 2003","AMD","Desktop"
"Athlon XP 2600+","Thorton","1-Core","AMD Socket A","130 nm","2133 MHz","16.0x","1.65 V","128K / 256K / 0K","68W","Sep 2003","AMD","Desktop"
"Athlon XP 2600+","Thorton","1-Core","AMD Socket A","130 nm","2083 MHz","12.5x","1.65 V","128K / 256K / 0K","68W","Sep 2003","AMD","Desktop"
"Athlon XP 2500+","Barton","1-Core","AMD Socket A","130 nm","1833 MHz","11.0x","1.65 V","128K / 512K / 0K","68W","Feb 2003","AMD","Desktop"
"Athlon XP 2500+ DTR","Barton","1-Core","AMD Socket A","130 nm","1833 MHz","11.0x","1.5 V","128K / 512K / 0K","68W","Feb 2003","AMD","Desktop"
"Athlon XP 2700+","Thoroughbred","1-Core","AMD Socket A","130 nm","2167 MHz","13.0x","1.65 V","128K / 256K / 0K","68W","Oct 2002","AMD","Desktop"
"Athlon XP 2600+","Thoroughbred","1-Core","AMD Socket A","130 nm","2133 MHz","16.0x","1.65 V","128K / 256K / 0K","68W","Oct 2002","AMD","Desktop"
"Athlon XP 2800+","Thoroughbred","1-Core","AMD Socket A","130 nm","2250 MHz","13.5x","1.65 V","128K / 256K / 0K","74W","Oct 2002","AMD","Desktop"
"Athlon XP 2600+","Thoroughbred","1-Core","AMD Socket A","130 nm","2083 MHz","12.5x","1.65 V","128K / 256K / 0K","68W","Aug 2002","AMD","Desktop"
"Athlon XP 2400+","Thoroughbred","1-Core","AMD Socket A","130 nm","2000 MHz","15.0x","1.65 V","128K / 256K / 0K","68W","Aug 2002","AMD","Desktop"
"Athlon XP 2400+","Thoroughbred","1-Core","AMD Socket A","130 nm","2000 MHz","15.0x","1.6 V","128K / 256K / 0K","65W","Aug 2002","AMD","Desktop"
"Athlon XP 2200+","Thoroughbred","1-Core","AMD Socket A","130 nm","1800 MHz","13.5x","1.65 V","128K / 256K / 0K","68W","Jun 2002","AMD","Desktop"
"Athlon XP 2000+","Thoroughbred","1-Core","AMD Socket A","130 nm","1667 MHz","12.5x","1.6 V","128K / 256K / 0K","60W","Jun 2002","AMD","Desktop"
"Athlon XP 2000+","Thoroughbred","1-Core","AMD Socket A","130 nm","1667 MHz","12.5x","1.65 V","128K / 256K / 0K","60W","Jun 2002","AMD","Desktop"
"Athlon XP 1800+","Thoroughbred","1-Core","AMD Socket A","130 nm","1533 MHz","11.5x","1.6 V","128K / 256K / 0K","51W","Jun 2002","AMD","Desktop"
"Athlon XP 2100+","Palomino","1-Core","AMD Socket A","180 nm","1733 MHz","13.0x","1.75 V","128K / 256K / 0K","72W","Mar 2002","AMD","Desktop"
"Athlon XP 2000+","Palomino","1-Core","AMD Socket A","180 nm","1667 MHz","12.5x","1.75 V","128K / 256K / 0K","70W","Jan 2002","AMD","Desktop"
"Athlon XP 1900+","Palomino","1-Core","AMD Socket A","180 nm","1600 MHz","12.0x","1.75 V","128K / 256K / 0K","68W","Nov 2001","AMD","Desktop"
"Athlon XP 1800+","Palomino","1-Core","AMD Socket A","180 nm","1533 MHz","11.5x","1.75 V","128K / 256K / 0K","66W","Oct 2001","AMD","Desktop"
"Athlon XP 1700+","Palomino","1-Core","AMD Socket A","180 nm","1467 MHz","11.0x","1.75 V","128K / 256K / 0K","64W","Oct 2001","AMD","Desktop"
"Athlon XP 1600+","Palomino","1-Core","AMD Socket A","180 nm","1400 MHz","10.5x","1.75 V","128K / 256K / 0K","63W","Oct 2001","AMD","Desktop"
"Athlon XP 1500+","Palomino","1-Core","AMD Socket A","180 nm","1333 MHz","10.0x","1.75 V","128K / 256K / 0K","60W","Oct 2001","AMD","Desktop"
"Athlon 1400","Thunderbird C","1-Core","AMD Socket A","180 nm","1400 MHz","10.5x","1.75 V","128K / 256K / 0K","72W","Jun 2001","AMD","Desktop"
"Athlon 1400","Thunderbird B","1-Core","AMD Socket A","180 nm","1400 MHz","14.0x","1.75 V","128K / 256K / 0K","72W","Jun 2001","AMD","Desktop"
"Athlon 1333","Thunderbird C","1-Core","AMD Socket A","180 nm","1333 MHz","10.0x","1.75 V","128K / 256K / 0K","70W","Mar 2001","AMD","Desktop"
"Athlon 1300","Thunderbird B","1-Core","AMD Socket A","180 nm","1300 MHz","13.0x","1.75 V","128K / 256K / 0K","68W","Mar 2001","AMD","Desktop"
"Athlon 64 3200+","Clawhammer","1-Core","AMD Socket 754","130 nm","2200 MHz","11.0x","1.5 V","128K / 512K / 0K","89W","Jan 2001","AMD","Desktop"
"Athlon 64 3400+","Clawhammer","1-Core","AMD Socket 754","130 nm","2400 MHz","12.0x","1.5 V","128K / 512K / 0K","89W","Jan 2001","AMD","Desktop"
"Athlon 64 3000+","Venice","1-Core","AMD Socket 754","90 nm","2000 MHz","10.0x","1.35 V","128K / 512K / 0K","51W","Jan 2001","AMD","Desktop"
"Athlon 64 3400+","Venice","1-Core","AMD Socket 939","90 nm","2200 MHz","11.0x","1.4 V","128K / 512K / 0K","67W","Jan 2001","AMD","Desktop"
"Athlon 64 3500+","San Diego","1-Core","AMD Socket 939","90 nm","2200 MHz","11.0x","1.4 V","128K / 512K / 0K","67W","Jan 2001","AMD","Desktop"
"Athlon 64 3700+","Toledo","1-Core","AMD Socket 939","90 nm","2200 MHz","11.0x","1.35 V","128K / 1024K / 0K","89W","Jan 2001","AMD","Desktop"
"Athlon 64 4000+","Toledo","1-Core","AMD Socket 939","90 nm","2400 MHz","12.0x","1.35 V","128K / 1024K / 0K","89W","Jan 2001","AMD","Desktop"
"Sempron 2800+","Barton","1-Core","AMD Socket A","130 nm","2000 MHz","12.0x","1.6 V","128K / 256K / 0K","62W","Jan 2001","AMD","Desktop"
"Sempron 2600+","Barton","1-Core","AMD Socket A","130 nm","1833 MHz","11.0x","1.6 V","128K / 256K / 0K","62W","Jan 2001","AMD","Desktop"
"Sempron 2500+","Barton","1-Core","AMD Socket A","130 nm","1750 MHz","10.5x","1.6 V","128K / 256K / 0K","62W","Jan 2001","AMD","Desktop"
"Sempron 2400+","Barton","1-Core","AMD Socket A","130 nm","1667 MHz","10.0x","1.6 V","128K / 256K / 0K","62W","Jan 2001","AMD","Desktop"
"Sempron 2300+","Barton","1-Core","AMD Socket A","130 nm","1583 MHz","9.5x","1.6 V","128K / 256K / 0K","62W","Jan 2001","AMD","Desktop"
"Sempron 2200+","Barton","1-Core","AMD Socket A","130 nm","1500 MHz","9.0x","1.6 V","128K / 256K / 0K","62W","Jan 2001","AMD","Desktop"
"Athlon XP 3200+","Barton","1-Core","AMD Socket A","130 nm","2200 MHz","11.0x","1.65 V","128K / 512K / 0K","77W","Jan 2001","AMD","Desktop"
"Athlon XP 3000+","Barton","1-Core","AMD Socket A","130 nm","2100 MHz","10.5x","1.65 V","128K / 512K / 0K","68W","Jan 2001","AMD","Desktop"
"Sempron 3300+","Barton","1-Core","AMD Socket A","130 nm","2200 MHz","11.0x","1.65 V","128K / 512K / 0K","62W","Jan 2001","AMD","Desktop"
"Athlon XP 3000+","Barton","1-Core","AMD Socket A","130 nm","2167 MHz","13.0x","1.65 V","128K / 512K / 0K","68W","Jan 2001","AMD","Desktop"
"Athlon 64 3000+","Venice","1-Core","AMD Socket 754","90 nm","2000 MHz","10.0x","1.4 V","128K / 512K / 0K","51W","Jan 2001","AMD","Desktop"
"Athlon XP 2800+","Barton","1-Core","AMD Socket A","130 nm","2083 MHz","12.5x","1.65 V","128K / 512K / 0K","68W","Jan 2001","AMD","Desktop"
"Athlon 64 3200+","Venice","1-Core","AMD Socket 754","90 nm","2200 MHz","11.0x","1.4 V","128K / 512K / 0K","59W","Jan 2001","AMD","Desktop"
"Athlon XP 2600+","Barton","1-Core","AMD Socket A","130 nm","1917 MHz","11.5x","1.65 V","128K / 512K / 0K","68W","Jan 2001","AMD","Desktop"
"Athlon XP 2800+ DTR","Barton","1-Core","AMD Socket A","130 nm","2083 MHz","12.5x","1.5 V","128K / 512K / 0K","68W","Jan 2001","AMD","Desktop"
"Athlon XP 2600+ DTR","Barton","1-Core","AMD Socket A","130 nm","1917 MHz","11.5x","1.5 V","128K / 512K / 0K","68W","Jan 2001","AMD","Desktop"
"Athlon XP 2200+","Thoroughbred","1-Core","AMD Socket A","130 nm","1800 MHz","13.5x","1.6 V","128K / 256K / 0K","63W","Jan 2001","AMD","Desktop"
"Athlon XP 2100+","Thoroughbred","1-Core","AMD Socket A","130 nm","1733 MHz","13.0x","1.6 V","128K / 256K / 0K","62W","Jan 2001","AMD","Desktop"
"Athlon XP 1900+","Thoroughbred","1-Core","AMD Socket A","130 nm","1600 MHz","12.0x","1.5 V","128K / 256K / 0K","53W","Jan 2001","AMD","Desktop"
"Athlon XP 1800+","Thoroughbred","1-Core","AMD Socket A","130 nm","1533 MHz","11.5x","1.5 V","128K / 256K / 0K","51W","Jan 2001","AMD","Desktop"
"Athlon XP 1700+","Thoroughbred","1-Core","AMD Socket A","130 nm","1467 MHz","11.0x","1.6 V","128K / 256K / 0K","50W","Jan 2001","AMD","Desktop"
"Athlon XP 1700+","Thoroughbred","1-Core","AMD Socket A","130 nm","1467 MHz","11.0x","1.5 V","128K / 256K / 0K","50W","Jan 2001","AMD","Desktop"
"Athlon XP 1600+","Thoroughbred","1-Core","AMD Socket A","130 nm","1400 MHz","10.5x","1.6 V","128K / 256K / 0K","49W","Jan 2001","AMD","Desktop"
"Athlon 64 X2 3600+","Manchester","2-Core","AMD Socket 939","90 nm","2000 MHz","10.0x","1.35 V","128K / 256K / 0K","89W","Jan 2001","AMD","Desktop"
"Athlon 64 3400+","Venice","1-Core","AMD Socket 754","90 nm","2400 MHz","12.0x","1.4 V","128K / 512K / 0K","67W","Jan 2001","AMD","Desktop"
"Athlon 1200","Thunderbird C","1-Core","AMD Socket A","180 nm","1200 MHz","9.0x","1.75 V","128K / 256K / 0K","66W","Oct 2000","AMD","Desktop"
"Athlon 1133","Thunderbird C","1-Core","AMD Socket A","180 nm","1133 MHz","8.5x","1.75 V","128K / 256K / 0K","63W","Oct 2000","AMD","Desktop"
"Athlon 1000","Thunderbird C","1-Core","AMD Socket A","180 nm","1000 MHz","7.5x","1.75 V","128K / 256K / 0K","54W","Oct 2000","AMD","Desktop"
"Athlon 1200","Thunderbird B","1-Core","AMD Socket A","180 nm","1200 MHz","12.0x","1.75 V","128K / 256K / 0K","66W","Oct 2000","AMD","Desktop"
"Athlon 1100","Thunderbird B","1-Core","AMD Socket A","180 nm","1100 MHz","11.0x","1.75 V","128K / 256K / 0K","60W","Aug 2000","AMD","Desktop"
"Athlon 1000","Thunderbird B","1-Core","AMD Socket A","180 nm","1000 MHz","10.0x","1.75 V","128K / 256K / 0K","54W","Jun 2000","AMD","Desktop"
"Athlon 950","Thunderbird","1-Core","AMD Socket A","180 nm","950 MHz","9.5x","1.75 V","128K / 256K / 0K","52W","Jun 2000","AMD","Desktop"
"Athlon 900","Thunderbird","1-Core","AMD Socket A","180 nm","900 MHz","9.0x","1.75 V","128K / 256K / 0K","50W","Jun 2000","AMD","Desktop"
"Athlon 850","Thunderbird","1-Core","AMD Socket A","180 nm","850 MHz","8.5x","1.75 V","128K / 256K / 0K","47W","Jun 2000","AMD","Desktop"
"Athlon 800","Thunderbird","1-Core","AMD Socket A","180 nm","800 MHz","8.0x","1.75 V","128K / 256K / 0K","45W","Jun 2000","AMD","Desktop"
"Athlon 750","Thunderbird","1-Core","AMD Socket A","180 nm","750 MHz","7.5x","1.75 V","128K / 256K / 0K","43W","Jun 2000","AMD","Desktop"
"Athlon 600","Thunderbird","1-Core","AMD Socket A","180 nm","600 MHz","6.0x","1.75 V","128K / 256K / 0K","38W","Jun 2000","AMD","Desktop"
"Athlon 700","Thunderbird","1-Core","AMD Socket A","180 nm","700 MHz","7.0x","1.75 V","128K / 256K / 0K","40W","Jun 2000","AMD","Desktop"
"Athlon 650","Thunderbird","1-Core","AMD Socket A","180 nm","650 MHz","6.5x","1.75 V","128K / 256K / 0K","38W","Jun 2000","AMD","Desktop"
"Celeron 3205U","Broadwell-U","2-Core","","14 nm","1500 MHz","15.0x","unknown","64K / 256K / 2048K","15W","Mar 2015","INTEL","Mobile"
"Celeron 3755U","Broadwell-U","2-Core","","14 nm","1700 MHz","17.0x","unknown","64K / 256K / 2048K","15W","Mar 2015","INTEL","Mobile"
"Pentium 3805U","Broadwell-U","2-Core","","14 nm","1900 MHz","19.0x","unknown","64K / 256K / 2048K","15W","Mar 2015","INTEL","Mobile"
"Core i3-5005U","Broadwell-U","2-Core","","14 nm","2000 MHz","20.0x","unknown","64K / 256K / 3072K","15W","Mar 2015","INTEL","Mobile"
